epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5921428580369268,1.0495377794333867,0.11944444465140501,2.4635589334699843
1,0.6500595239230564,0.8365730350358146,0.11342592524985472,2.2809118827184043
2,0.6908928569725582,0.7394371889318738,0.14444444469279713,2.471793468793233
3,0.7215476185934884,0.6708156309809004,0.12268518482645353,2.5614830758836535
4,0.7405952388899667,0.6194802401747023,0.12129629573060406,3.638448148303562
5,0.7559523798738207,0.5867402745996203,0.12546296305954457,3.336343076494005
6,0.7705952388899667,0.5529231535536903,0.13935185256931518,3.394565391540527
7,0.7804761922359467,0.5259580630915506,0.10879629614452521,3.934591563542684
8,0.7949404772690364,0.4988180951135499,0.1412037032759852,3.9549479325612387
9,0.8029761910438538,0.48423543410641806,0.13611111102832688,2.854313686158922
10,0.8154166667801993,0.45786160469055176,0.12083333325054911,3.8950662877824573
11,0.8169642850330898,0.44403145483561923,0.11898148163325256,3.804246457417806
