epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7133620689655172,0.7435529180641832,0.53125,1.2214409907658894
1,0.7273706896551724,0.6140682656189491,0.7708333333333334,0.520344465970993
2,0.7456896551724138,0.554848245505629,0.75,0.5060984293619791
3,0.7672413793103449,0.5272849654329235,0.78125,0.4776509702205658
4,0.7693965517241379,0.5174315643721613,0.78125,0.4949395755926768
5,0.78125,0.5076352553120975,0.78125,0.4862770636876424
6,0.7877155172413793,0.4940462400173319,0.7708333333333334,0.5485702951749166
7,0.7866379310344828,0.4914589637312396,0.7708333333333334,0.4961765706539154
8,0.8006465517241379,0.4713072756241108,0.7916666666666666,0.5041445891062418
9,0.8038793103448276,0.479057842287524,0.8333333333333334,0.3892589509487152
10,0.8103448275862069,0.4531591395879614,0.8229166666666666,0.4098419447739919
11,0.8114224137931034,0.4373694612034436,0.8541666666666666,0.35096976161003113
12,0.8168103448275862,0.43184834718704224,0.8541666666666666,0.33748193581899005
13,0.8146551724137931,0.4281734490189059,0.8229166666666666,0.3640216489632924
14,0.834051724137931,0.4241004863689686,0.8541666666666666,0.33389530579249066
15,0.8189655172413793,0.418025109274634,0.875,0.33258719245592755
16,0.8372844827586207,0.39608955897133924,0.8125,0.4040242036183675
17,0.8372844827586207,0.4070192688498004,0.90625,0.3046860496203105
18,0.8329741379310345,0.40033975654634935,0.875,0.2866337498029073
19,0.8480603448275862,0.39158577240746595,0.7708333333333334,0.5352250138918558
20,0.8448275862068966,0.380793799100251,0.8229166666666666,0.36956658959388733
21,0.8448275862068966,0.37043364602943946,0.78125,0.5219508310159048
22,0.8362068965517241,0.3770791168870597,0.8020833333333334,0.4305141568183899
23,0.8502155172413793,0.35323853122776955,0.7916666666666666,0.5053288340568542
24,0.8609913793103449,0.3616194735313284,0.8333333333333334,0.3369041482607524
25,0.8642241379310345,0.34851110752286585,0.8541666666666666,0.4012066026528676
26,0.8577586206896551,0.3409011148173234,0.84375,0.37587743004163104
27,0.8674568965517241,0.3204018684296772,0.8333333333333334,0.4233306547005971
28,0.8566810344827587,0.31829900371617287,0.8645833333333334,0.35065539677937824
