epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7015086206896551,0.7010056109263979,0.7291666666666666,0.5635899702707926
1,0.7392241379310345,0.5961559795100113,0.7604166666666666,0.5588626464207967
2,0.7521551724137931,0.5733462099371285,0.7708333333333334,0.5454701284567515
3,0.7435344827586207,0.5604278707298739,0.71875,0.5498378475507101
4,0.7381465517241379,0.5520629245659401,0.7083333333333334,0.5502629081408182
5,0.759698275862069,0.5391356390098045,0.7708333333333334,0.5247185925642649
6,0.7586206896551724,0.5415315607498432,0.7395833333333334,0.5472880601882935
7,0.7737068965517241,0.5152621382269366,0.7291666666666666,0.5774476726849874
8,0.7650862068965517,0.5126021637998778,0.7916666666666666,0.4583056569099426
9,0.7553879310344828,0.5097093428003376,0.78125,0.451352059841156
10,0.7683189655172413,0.4935572599542552,0.78125,0.48800577720006305
11,0.7758620689655172,0.4858940942534085,0.7916666666666666,0.4529032011826833
12,0.7920258620689655,0.48177006275489415,0.8333333333333334,0.3976596842209498
13,0.7844827586206896,0.47514196408206016,0.8020833333333334,0.47934497396151227
14,0.8135775862068966,0.44983984375822134,0.8229166666666666,0.39430879553159076
15,0.7963362068965517,0.4544126668880726,0.7395833333333334,0.5140206217765808
16,0.7952586206896551,0.4456703282635787,0.7916666666666666,0.4158286650975545
17,0.8006465517241379,0.436178356922906,0.7916666666666666,0.4311942954858144
18,0.8114224137931034,0.4357356778506575,0.7291666666666666,0.5787972609202067
19,0.8168103448275862,0.4165512929702627,0.8229166666666666,0.4550733168919881
20,0.8189655172413793,0.4215916246175766,0.8333333333333334,0.4175300697485606
21,0.8168103448275862,0.40123191373101597,0.75,0.51343701283137
22,0.8135775862068966,0.4336632890947934,0.8333333333333334,0.4667695661385854
23,0.8459051724137931,0.3899703370086078,0.75,0.5114977757136027
24,0.8265086206896551,0.3955597946869916,0.8125,0.4773758252461751
