epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5855357150520597,1.0723998727117265,0.5250000006622738,2.943501032723321
1,0.6472619060959135,0.8271006653990064,0.5162036995093028,5.774466403325399
2,0.6876190466540201,0.7394811123609543,0.518981479273902,6.384337176216973
3,0.7166071421759469,0.6858838588850839,0.5310185200638241,3.034265981780158
4,0.741011905840465,0.6391239342519215,0.5314814786116282,3.536521535449558
5,0.7507142857142857,0.6121073066336769,0.5365740729702844,2.096723508834839
6,0.7646428573131562,0.5788793075936182,0.5393518520726098,2.86972357167138
7,0.7780357132639204,0.5536980047396252,0.5495370335049099,5.259276395373874
8,0.7880357153075082,0.5296524980238506,0.5625000013245477,2.2149949418173898
9,0.7972023798738207,0.5135697441441672,0.5574074076281653,2.817858179410299
10,0.8020833327089038,0.5044683536035673,0.5273148185676999,5.233518955442641
11,0.8081547624724252,0.47563522381441936,0.5328703701496125,3.2207230461968317
12,0.8183333330495017,0.4654206269127982,0.5189814825852712,2.845451389418708
13,0.8283333332198006,0.4449533982362066,0.5351851867304908,6.463672913445366
14,0.8335119049889701,0.42972207882574626,0.5370370328426362,5.591376744376289
15,0.8382142853736877,0.41597628380571094,0.5518518520726098,1.9678146971596613
16,0.8452976187637874,0.39711995022637503,0.5259259276919894,5.855407534705268
17,0.8515476196152824,0.38656067277703965,0.5328703694873386,4.015865559048123
18,0.8547023808956147,0.3789389784846987,0.5324074082904392,2.2807682275772097
19,0.8592857144560133,0.3612936600191253,0.5606481519010332,2.661748464902242
20,0.8625595239230565,0.35351009273103307,0.5453703754478031,3.4439613739649455
21,0.8718452378681728,0.3373642118275166,0.5351851827568478,3.893361547258165
22,0.8747023812362126,0.32629328299845967,0.5337962938679589,5.22775100602044
23,0.8723809514726911,0.32722102373838424,0.4162037021583981,2.795521354675293
24,0.8850595247745514,0.30937814554997856,0.5583333333333333,4.100687858793471
25,0.887023810999734,0.29478082437600406,0.5282407389746772,5.694424019919501
