epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6810344827586207,0.7667242031672905,0.6979166666666666,0.5815520485242208
1,0.7327586206896551,0.6296587617232882,0.7916666666666666,0.5322599112987518
2,0.7575431034482759,0.5789537152339672,0.7916666666666666,0.5477379361788431
3,0.7683189655172413,0.560251264222737,0.7604166666666666,0.5504783093929291
4,0.7618534482758621,0.5579450469592522,0.75,0.5699019432067871
5,0.759698275862069,0.5410101331513504,0.7916666666666666,0.48092090090115863
6,0.7823275862068966,0.5314201907864933,0.8333333333333334,0.4340795675913493
7,0.7834051724137931,0.5271623720382822,0.8229166666666666,0.39772725105285645
8,0.78125,0.5184397923535314,0.8541666666666666,0.3680030405521393
9,0.7780172413793104,0.5176676090421348,0.8333333333333334,0.43586697181065875
10,0.7855603448275862,0.5199101104818541,0.8020833333333334,0.39414577682813007
11,0.7823275862068966,0.49677633622597006,0.7604166666666666,0.46433061361312866
12,0.7823275862068966,0.49252955461370534,0.7708333333333334,0.42807451883951825
13,0.8006465517241379,0.4817069337285798,0.7916666666666666,0.48244442542394
14,0.7941810344827587,0.4718077429409685,0.7708333333333334,0.4479108353455861
15,0.8006465517241379,0.47543032210448694,0.8125,0.4932841161886851
16,0.8038793103448276,0.45804252603958395,0.84375,0.44139761726061505
17,0.8081896551724138,0.45076262334297446,0.78125,0.49104859431584674
18,0.8060344827586207,0.4469199699574503,0.7708333333333334,0.5630548894405365
