epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5275595232950789,1.2676796133177621,0.6310185220506456,1.0929849094814725
1,0.6195238098076412,0.8842711156606674,0.5175925903850132,4.969569211535983
2,0.6543452382087708,0.814510818038668,0.5222222195731269,5.246836678187052
3,0.6709523797886712,0.7662930364268167,0.5268518487612407,5.472422732247247
4,0.6869642875875746,0.7228676632472447,0.5662037034829458,2.0016373025046454
5,0.6977380948407309,0.6964590277842113,0.5333333293596904,1.6904678053326077
6,0.7083928573983056,0.6724909814766475,0.5268518487612407,3.0986525164710153
7,0.7227976182528905,0.652385287795748,0.521296293205685,4.217261468039618
8,0.7425595223903656,0.6238082152605057,0.5300925883981916,4.911004919475979
9,0.7532142852033887,0.6059500464371272,0.5675925943586562,2.049756497806973
10,0.763511905840465,0.5935304914202009,0.537962962521447,1.9234129826227824
