epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.576249999457172,0.10408799300236361,0.11805555530720287,0.190921402308676
1,0.6586309522390366,0.08172005091394698,0.12314814817574289,0.19617651601632435
2,0.6996428559507643,0.07408440035368714,0.11851851882206069,0.20043454931841956
3,0.7236904753957476,0.0689771083848817,0.12175925912128555,0.20677702327569325
4,0.7443452382087707,0.06465111237551485,0.11527777719828818,0.2041961838801702
5,0.7626190492085048,0.061245928374784334,0.12499999983443154,0.202567344572809
6,0.7779761908735547,0.05765442647572075,0.12592592553959953,0.20780355036258696
7,0.7902976191043853,0.0549667881748506,0.12962963055405352,0.2067363742325041
8,0.7998809513023921,0.05283248433577163,0.14490740713145997,0.21017278101709153
9,0.8101190480164119,0.050288997750197136,0.16296296301815244,0.21595919198460048
10,0.8180952375275748,0.048970015639705315,0.11574074096149868,0.22898421022627088
