epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5505952368889536,1.227397816521781,0.09120370397965114,2.4358275254567463
1,0.6444642857142857,0.8579127792801176,0.12685185198982557,2.0703024095959135
2,0.6835714280605316,0.7557521857534136,0.11435185186564922,2.470213850339254
3,0.7063095232418605,0.6959772381612233,0.1314814811779393,2.875575637817383
4,0.7282738095521927,0.6495071853058679,0.14259259303410848,3.0776236163245305
5,0.7448214284011296,0.6169715914555959,0.113888888930281,2.888300789727105
6,0.7560714277199336,0.5871399165051324,0.12037036985986763,2.658635547426012
7,0.7682738089561463,0.562664783682142,0.14398148138489988,3.1715104473961726
8,0.7803571428571429,0.5369403964281082,0.14166666650109822,4.81333065032959
9,0.7894047621318272,0.5234214975152697,0.14398148109515507,3.963778591156006
10,0.7970833350930895,0.4990504741668701,0.16712962927089797,3.4053994019826255
11,0.8042261895111629,0.4822641298174858,0.1504629634320736,4.208594671885172
