epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5988095237953323,0.09838285652654512,0.15462963009874026,0.19511434766981336
1,0.6736309522390366,0.07880405776202679,0.1009259254568153,0.201921589506997
2,0.7097619045632226,0.07177699634007045,0.3050925953520669,0.16245260304874845
3,0.7360119046483721,0.06675252799476895,0.552777769168218,0.1100097354915407
4,0.7546428568022592,0.06264864004084042,0.5921296305126614,0.12227398686938816
5,0.7708928568022592,0.059676509664527005,0.6064814845720927,0.11300428758064905
6,0.7867261917250497,0.0561406790890864,0.6296296318372091,0.09834739996327294
7,0.7997023807253156,0.052945962154439516,0.5925925917095608,0.10699694024191962
8,0.8073214275496347,0.051274151679660596,0.6268518507480622,0.10233173966407776
9,0.8141071423462459,0.04993358578532934,0.6106481459405687,0.11683654420905643
10,0.8235714277199336,0.04748645534472806,0.5925925897227393,0.1272212212284406
11,0.8339285719394683,0.04509701166568058,0.5935185147656334,0.1314402323630121
12,0.8408333332198007,0.04380380035511085,0.6055555588669247,0.1224712426463763
13,0.8469642863954816,0.04239589434649263,0.627314813931783,0.10355049504174127
14,0.8542857127530235,0.04085724972454565,0.6212962918811374,0.10210102539923456
15,0.861369046313422,0.038781375445957694,0.6111111091242896,0.10823271125555038
16,0.8630952387196678,0.03783866685149925,0.6328703708118862,0.10884575330548817
