epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5668103448275862,1.2410211686430306,0.6458333333333334,1.0516777237256367
1,0.6810344827586207,0.8718276311611307,0.7395833333333334,0.7254990537961324
2,0.7101293103448276,0.7183511133851677,0.65625,0.8781144420305887
3,0.7306034482758621,0.6512034771771267,0.7395833333333334,0.6543046037356058
4,0.7101293103448276,0.6108317447119745,0.78125,0.5727568964163462
5,0.7489224137931034,0.583857226988365,0.7395833333333334,0.6444863875706991
6,0.7327586206896551,0.5644701914540653,0.7604166666666666,0.644370824098587
7,0.75,0.5389003990025356,0.78125,0.6474054356416067
8,0.7650862068965517,0.5302800823902262,0.75,0.622831920782725
9,0.7586206896551724,0.5233571169705227,0.7708333333333334,0.6307047009468079
10,0.7456896551724138,0.5396645439082178,0.7708333333333334,0.6155068278312683
11,0.7575431034482759,0.4977118794260354,0.7916666666666666,0.6142151653766632
12,0.7640086206896551,0.49796843220447673,0.7395833333333334,0.6291487614313761
13,0.7683189655172413,0.48713675141334534,0.7708333333333334,0.50967738032341
14,0.7887931034482759,0.48561264625911055,0.8020833333333334,0.4984293778737386
15,0.7877155172413793,0.4734997605455333,0.8125,0.47845447063446045
16,0.7823275862068966,0.4802635044887148,0.7708333333333334,0.4677338699499766
17,0.7974137931034483,0.45410016847067863,0.8125,0.5098696649074554
18,0.7844827586206896,0.45739538453776263,0.8020833333333334,0.5054706335067749
19,0.7855603448275862,0.4613579974092286,0.78125,0.5016073981920878
20,0.8006465517241379,0.4533546371706601,0.7916666666666666,0.4938090642293294
21,0.8017241379310345,0.4413582672332895,0.7708333333333334,0.5155678689479828
22,0.7941810344827587,0.46024474398843174,0.8333333333333334,0.47499512632687885
23,0.8168103448275862,0.4336021737805728,0.8333333333333334,0.466666837533315
24,0.8178879310344828,0.41542759743230095,0.84375,0.47944847742716473
25,0.8006465517241379,0.4365037725917224,0.8229166666666666,0.4320475558439891
26,0.7898706896551724,0.4340541881733927,0.8125,0.5014116565386454
27,0.8006465517241379,0.41882486076190556,0.7916666666666666,0.5034409662087759
28,0.8146551724137931,0.41635100954565507,0.8125,0.4378676513830821
29,0.8081896551724138,0.40160160691573704,0.7604166666666666,0.6308185557524363
30,0.7974137931034483,0.4576758228499314,0.7916666666666666,0.5455904205640157
31,0.8265086206896551,0.38591177247721575,0.78125,0.6468282143274943
32,0.8329741379310345,0.37905364457903234,0.8333333333333334,0.6227082709471384
33,0.8265086206896551,0.3819881014782807,0.7708333333333334,0.48722492655118305
34,0.8318965517241379,0.3746444593215811,0.7916666666666666,0.561345636844635
35,0.8329741379310345,0.36925044861333123,0.8333333333333334,0.5852600932121277
