epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.7543103448275862,0.6866928359557842,0.7916666666666666,0.47101300954818726
1,0.8760775862068966,0.36436848034118785,0.8333333333333334,0.4462838371594747
2,0.8890086206896551,0.3137761292786434,0.8125,0.43554261326789856
3,0.9127155172413793,0.2764610653293544,0.8229166666666666,0.40802857279777527
4,0.9148706896551724,0.24994965000399227,0.8229166666666666,0.47116410732269287
5,0.915948275862069,0.2547539022975954,0.7916666666666666,0.5147695740063986
6,0.9181034482758621,0.2268211592374177,0.8333333333333334,0.44663559397061664
7,0.927801724137931,0.2079711227581419,0.8541666666666666,0.45470865567525226
8,0.9342672413793104,0.2050425808491378,0.8854166666666666,0.37850967049598694
9,0.9407327586206896,0.1842054625780418,0.875,0.41309110323588055
10,0.9428879310344828,0.1769704028707126,0.84375,0.4602442185084025
11,0.9536637931034483,0.1571850598757637,0.875,0.3700540065765381
12,0.9504310344827587,0.14439237760058765,0.8958333333333334,0.3799791932106018
13,0.9504310344827587,0.1484656984564559,0.8541666666666666,0.47619591156641644
14,0.9482758620689655,0.13669461127499055,0.8541666666666666,0.5019203126430511
15,0.9622844827586207,0.1275688513535364,0.875,0.4480438282092412
16,0.9622844827586207,0.11456795646969614,0.8645833333333334,0.43464042743047077
17,0.9698275862068966,0.10230011075478175,0.875,0.4600970894098282
18,0.9644396551724138,0.10509437801123693,0.8333333333333334,0.5854240854581197
19,0.9644396551724138,0.11166077152151486,0.8854166666666666,0.3931516905625661
20,0.9730603448275862,0.08372018454146796,0.84375,0.6421294510364532
21,0.9741379310344828,0.08175460425815706,0.875,0.47628501057624817
