epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5547023794054985,1.182078846182142,0.11851851853231589,2.6833518822987874
1,0.6222619049038206,0.8917981243133545,0.16388888905445734,3.284015252855089
2,0.6553571422610964,0.8098743346759251,0.1601851853231589,4.090799289279514
3,0.6783333331346512,0.7550395286083221,0.18148148159186045,4.633524868223402
4,0.6957142861400332,0.7146719666889736,0.1277777772810724,4.31120294464959
5,0.7102380958625248,0.6859683775901795,0.180555555721124,6.165105777316623
6,0.7292857134342193,0.6517426862886974,0.1421296293536822,4.222986751132542
7,0.7397619053295681,0.6276031557151249,0.12314814726511637,5.70138758553399
8,0.7494047621318273,0.600166830761092,0.1449074069244994,3.19447824160258
9,0.7513095234121595,0.5936148270538875,0.14675925912128554,4.34589081340366
10,0.7616666672910963,0.5772730769429888,0.1740740739636951,4.800587023629083
