epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5576190471862044,1.1351257957730974,0.5435185194015503,3.49878044128418
1,0.6321428545032228,0.8588530506406512,0.5226851847436693,3.3790285534328883
2,0.6720238095521927,0.7734317181791578,0.6587962971793281,0.9182676394780477
3,0.691130953856877,0.742115319456373,0.5236111091242897,2.7733216524124145
4,0.7185119034562792,0.6673281850985119,0.5958333359824286,1.6185343292024401
5,0.7400595230715615,0.6299948459012168,0.4324074069658915,1.514379580815633
6,0.7572023814065115,0.5973191353252956,0.5518518500857883,2.3419753975338407
7,0.7690476189340864,0.5711304027267865,0.5398148132695092,2.4064844661288793
8,0.7795833349227905,0.5464467763900757,0.5337962971793281,2.5667107423146565
9,0.7877976185934884,0.5300025933980942,0.5384259230560726,2.8073094156053333
10,0.7958333321980068,0.5105017639909472,0.3800925923718346,2.3591170973247952
11,0.8030952392305647,0.49854082839829583,0.24305555605226092,3.5327425161997477
12,0.8103571423462459,0.4783116751057761,0.547685182094574,1.929355976316664
