epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5899999993613788,1.096944980791637,0.43888889087571037,1.3051684021949768
1,0.6520833342415946,0.8110576155355999,0.543518520726098,1.8721417162153455
2,0.6862499995742526,0.7279819284166609,0.5712962965170543,1.940109544330173
3,0.7061904769284385,0.6821235762323652,0.556481483247545,2.359740466541714
4,0.722261905159269,0.6445146643263953,0.5638888862397936,1.1094689183764987
5,0.7379761907032558,0.6222951495647431,0.5884259250428941,2.479826103316413
6,0.7541071433680399,0.5890170682328087,0.6009259270297156,1.348223955101437
7,0.771250000681196,0.5641260001489095,0.613425925705168,2.4979123804304333
8,0.7799404764175415,0.5359724289178849,0.6041666673289405,1.9398224380281237
9,0.7868452375275748,0.5284988680907658,0.5620370315180885,2.9122656133439806
10,0.7964285707473755,0.5057477994050299,0.6120370381408268,2.165764408641391
11,0.8061904748848506,0.48732039447341646,0.5513888862397935,4.672627173529731
12,0.8138095251151494,0.4711078158872468,0.556018516752455,3.746490634812249
13,0.8213095232418606,0.4553339471561568,0.5814814812607235,3.1967414405610826
14,0.8304761903626579,0.4376474038192204,0.5986111170715755,2.499250070254008
